id;PoiteId;Time;Post1;Post2;Difference;Frequency;Amplitude;Duration;Latitude;Longitude;Altitude;FilterId
3063904;2025452;1632127913835;4;3;-7499.08305370532;437304.0;34.6646641641237;12.87;;;;0
3063912;2025457;1632127913845;4;1;-6601.7784742015;437367.0;36.1235994796777;12.89;;;;0
3063932;2025470;1632127913881;4;2;2119.53228594656;437450.0;37.6213877128324;12.94;29.8809728490599;30.7076455353732;0.0;0
3063933;2025470;1632127913881;4;1;-6514.83867746536;437450.0;37.6213877128324;12.94;29.8809728490599;30.7076455353732;0.0;0
3063934;2025470;1632127913881;2;1;-8657.93913133894;436596.0;22.053246837943;12.72;29.8809728490599;30.7076455353732;0.0;0
3063950;2025478;1632127913892;4;1;-6601.7784742015;437606.0;35.6335121418394;12.05;29.7941315188886;30.6242369169441;0.0;0
3063951;2025478;1632127913892;4;3;-7550.04776213685;437606.0;35.6335121418394;12.05;29.7941315188886;30.6242369169441;0.0;0
3063952;2025478;1632127913892;4;2;2221.46170280962;437606.0;35.6335121418394;12.05;29.7941315188886;30.6242369169441;0.0;0
3063964;2025484;1632127913917;4;1;-6592.78470212535;437742.0;47.2387517890826;12.8;;;;0
3063970;2025489;1632127913928;4;1;-6667.73280275995;438621.0;31.5684718381727;12.9;29.7294056195325;30.5384507865662;0.0;0
3063971;2025489;1632127913928;2;1;-8774.85816832892;438003.0;20.9584710463437;12.92;29.7294056195325;30.5384507865662;0.0;0
